order,weekday,time_of_day,hour,active_agents,on_calls,ready_for_calls,not_ready,calls_in_queue,busiest_section,month,day,oncalls+ready:not_ready,avg_ratio,ready:not_ready
1,Monday,8:05:00 AM,8,94,31,37,26,0,Customer Care,1,15,2.62,2.62,1.42
2,Monday,9:02:00 AM,9,118,68,19,31,0,Customer Care,1,15,2.81,2.71,0.61
3,Monday,10:11:00 AM,10,123,42,34,47,0,Customer Care,1,15,1.62,2.35,0.72
4,Monday,11:01:00 AM,11,124,55,26,43,2,Customer Care,1,15,1.88,2.23,0.60
5,Monday,12:07:00 PM,12,129,47,32,50,0,Customer Care,1,15,1.58,2.10,0.64
6,Monday,2:05:00 PM,14,121,52,39,30,0,Customer Care,1,15,3.03,2.26,1.30
7,Monday,3:44:00 PM,15,87,26,38,23,0,Customer Care/New Sales,1,15,2.78,2.33,1.65
8,Tuesday,8:08:00 AM,8,115,32,53,30,1,Customer Care,1,16,2.83,2.39,1.77
9,Tuesday,9:02:00 AM,9,131,58,49,24,0,Customer Care,1,16,4.46,2.62,2.04
10,Tuesday,10:04:00 AM,10,133,34,38,61,0,Customer Care,1,16,1.18,2.48,0.62
11,Tuesday,12:40:00 PM,12,140,46,24,70,2,Customer Care,1,16,1.00,2.34,0.34
12,Tuesday,1:33:00 PM,13,135,44,51,40,4,Customer Care,1,16,2.38,2.35,1.28
13,Tuesday,2:17:00 PM,14,141,61,29,51,0,Customer Care,1,16,1.76,2.30,0.57
14,Tuesday,3:04:00 PM,15,115,35,24,56,3,PC Phone Support,1,16,1.05,2.21,0.43
15,Tuesday,4:11:00 PM,16,80,33,22,25,0,Customer Care,1,16,2.20,2.21,0.88
16,Wednesday,7:56:00 AM,7,80,44,20,16,0,Customer Care/New Sales,1,17,4.00,2.32,1.25
17,Wednesday,8:30:00 AM,8,112,44,50,18,0,PC Phone Support,1,17,5.22,2.49,2.78
18,Wednesday,10:03:00 AM,10,128,61,27,40,0,Customer Care,1,17,2.20,2.48,0.68
19,Wednesday,11:02:00 AM,11,137,49,33,55,0,Customer Care,1,17,1.49,2.43,0.60
20,Wednesday,12:07:00 PM,12,140,45,43,52,0,PC Phone Support,1,17,1.69,2.39,0.83
21,Wednesday,1:02:00 PM,13,135,43,42,50,0,Customer Care,1,17,1.70,2.36,0.84
22,Wednesday,2:41:00 PM,14,117,41,44,32,3,Customer Care/PC Phone Support,1,17,2.66,2.37,1.38
23,Wednesday,4:13:00 PM,16,74,19,32,23,0,Customer Care,1,17,2.22,2.36,1.39
24,Wednesday,4:43:00 PM,16,69,28,20,21,0,New Sales,1,17,2.29,2.36,0.95
25,Thursday,8:36:00 AM,8,114,38,54,22,2,PC Phone Support,1,18,4.18,2.43,2.45
26,Thursday,9:05:00 AM,9,120,44,40,36,0,PC Phone Support,1,18,2.33,2.43,1.11
27,Thursday,11:44:00 AM,11,141,66,28,47,1,PC Phone Support,1,18,2.00,2.41,0.60
28,Thursday,12:04:00 PM,12,136,67,30,39,0,Customer Care,1,18,2.49,2.42,0.77
29,Thursday,2:52:00 PM,14,114,52,37,25,3,PC Phone Support,1,18,3.56,2.46,1.48
30,Thursday,3:38:00 PM,15,85,34,24,27,0,New Sales,1,18,2.15,2.45,0.89
31,Thursday,4:28:00 PM,16,65,27,14,24,0,New Sales,1,18,1.71,2.42,0.58
32,Friday,7:58:00 AM,7,86,39,34,13,0,Customer Care,1,19,5.62,2.52,2.62
33,Friday,8:41:00 AM,8,114,47,40,27,7,PC Phone Support,1,19,3.22,2.54,1.48
34,Friday,9:11:00 AM,9,118,55,35,28,6,Customer Care,1,19,3.21,2.56,1.25
35,Friday,10:39:00 AM,10,118,49,23,46,3,PC Phone Support,1,19,1.57,2.53,0.50
36,Friday,1:36:00 PM,13,115,54,27,34,0,Customer Care,1,19,2.38,2.53,0.79
37,Friday,2:38:00 PM,14,93,35,12,46,1,Customer Care,1,19,1.02,2.49,0.26
38,Friday,3:35:00 PM,15,73,37,14,22,0,PC Phone Support,1,19,2.32,2.48,0.64
39,Friday,4:24:00 PM,16,48,16,11,21,3,PC Phone Support,1,19,1.29,2.45,0.52
40,Monday,8:36:00 AM,8,111,49,28,34,0,Customer Care,1,22,2.26,2.45,0.82
41,Monday,9:10:00 AM,9,111,58,25,28,0,Customer Care,1,22,2.96,2.46,0.89
42,Monday,10:09:00 AM,10,116,63,10,43,0,Customer Care,1,22,1.70,2.44,0.23
43,Monday,11:02:00 AM,11,119,69,11,39,0,Customer Care,1,22,2.05,2.43,0.28
44,Monday,12:00:00 PM,12,132,65,20,47,0,PC Phone Support,1,22,1.81,2.42,0.43
45,Monday,1:15:00 PM,13,123,58,24,41,0,Customer Care,1,22,2.00,2.41,0.59
46,Monday,2:21:00 PM,14,116,58,33,25,2,Customer Care/PC Phone Support,1,22,3.64,2.44,1.32
47,Monday,3:23:00 PM,15,95,48,23,24,7,PC Phone Support,1,22,2.96,2.45,0.96
48,Monday,4:05:00 PM,16,81,35,20,26,0,Customer Care,1,22,2.12,2.44,0.77
49,Tuesday,7:16:00 AM,7,71,27,30,14,0,PC Phone Support,1,23,4.07,2.47,2.14
50,Tuesday,8:04:00 AM,8,102,45,19,38,1,Customer Care,1,23,1.68,2.46,0.50
51,Tuesday,9:43:00 AM,9,123,66,28,29,0,Customer Care,1,23,3.24,2.47,0.97
52,Tuesday,10:33:00 AM,10,132,54,21,57,0,PC Phone Support,1,23,1.32,2.45,0.37
53,Tuesday,11:04:00 AM,11,135,45,31,59,1,PC Phone Support,1,23,1.29,2.43,0.53
54,Tuesday,12:24:00 PM,12,131,46,31,54,3,PC Phone Support,1,23,1.43,2.41,0.57
55,Tuesday,1:56:00 PM,13,136,48,46,42,0,Customer Care/PC Phone Support,1,23,2.24,2.41,1.10
56,Tuesday,2:25:00 PM,14,134,44,31,59,0,Customer Care,1,23,1.27,2.39,0.53
57,Tuesday,4:03:00 PM,16,80,40,13,27,0,New Sales,1,23,1.96,2.38,0.48
58,Wednesday,8:00:00 AM,8,101,39,32,30,2,PC Phone Support,1,24,2.37,2.38,1.07
59,Wednesday,9:23:00 AM,9,122,57,36,29,6,Customer Care/PC Phone Support,1,24,3.21,2.39,1.24
60,Wednesday,10:04:00 AM,10,126,48,38,40,0,Customer Care,1,24,2.15,2.39,0.95
61,Wednesday,11:16:00 AM,11,136,55,31,50,0,Customer Care,1,24,1.72,2.38,0.62
62,Wednesday,12:01:00 PM,12,140,51,34,55,0,Customer Care,1,24,1.55,2.37,0.62
63,Wednesday,1:08:00 PM,13,133,42,47,44,0,Customer Care,1,24,2.02,2.36,1.07
64,Wednesday,2:04:00 PM,14,134,57,32,45,4,Customer Care/PC Phone Support,1,24,1.98,2.35,0.71
65,Wednesday,3:13:00 PM,15,103,40,27,36,1,PC Phone Support,1,24,1.86,2.35,0.75
66,Wednesday,4:11:00 PM,16,78,41,12,25,1,PC Phone Support,1,24,2.12,2.34,0.48
67,Thursday,8:09:00 AM,8,103,42,35,26,0,Customer Care/PC Phone Support,1,25,2.96,2.35,1.35
68,Thursday,9:39:00 AM,9,129,67,24,38,2,PC Phone Support,1,25,2.39,2.35,0.63
69,Thursday,10:16:00 AM,10,142,47,49,46,0,Customer Care,1,25,2.09,2.35,1.07
70,Thursday,11:55:00 AM,11,148,66,19,63,0,Customer Care,1,25,1.35,2.34,0.30
71,Thursday,1:29:00 PM,13,138,37,54,47,0,New Sales,1,25,1.94,2.33,1.15
72,Thursday,1:54:00 PM,13,139,50,52,37,0,PC Phone Support,1,25,2.76,2.34,1.41
73,Thursday,2:13:00 PM,14,131,38,48,45,0,Customer Care,1,25,1.91,2.33,1.07
74,Thursday,2:25:00 PM,14,132,73,21,38,0,Customer Care,1,25,2.47,2.33,0.55
75,Thursday,2:53:00 PM,14,125,57,26,42,1,PC Phone Support,1,25,1.98,2.33,0.62
76,Thursday,3:08:00 PM,15,114,52,29,33,0,PC Phone Support,1,25,2.45,2.33,0.88
77,Thursday,3:53:00 PM,15,92,42,19,31,1,New Sales,1,25,1.97,2.32,0.61
78,Thursday,4:03:00 PM,16,88,34,21,33,0,New Sales,1,25,1.67,2.32,0.64
79,Friday,12:35:00 PM,12,121,56,17,48,4,Customer Care,1,26,1.52,2.31,0.35
80,Friday,1:08:00 PM,13,117,55,22,40,0,Customer Care,1,26,1.93,2.30,0.55
81,Friday,1:25:00 PM,13,115,53,31,31,1,PC Phone Support,1,26,2.71,2.31,1.00
82,Friday,1:51:00 PM,13,114,65,16,33,3,PC Phone Support,1,26,2.45,2.31,0.48
83,Friday,2:40:00 PM,14,98,47,16,35,0,Customer Care,1,26,1.80,2.30,0.46
84,Friday,3:02:00 PM,15,96,28,38,30,0,New Sales,1,26,2.20,2.30,1.27
85,Monday,3:26:00 PM,15,117,60,23,34,0,Customer Care,1,29,2.44,2.30,0.68
86,Monday,3:48:00 PM,15,109,50,27,32,2,Customer Care,1,29,2.41,2.30,0.84
87,Monday,4:20:00 PM,16,88,44,19,25,14,Customer Care/PC Phone Support/New Sales,1,29,2.52,2.31,0.76
88,Monday,4:46:00 PM,16,74,32,13,29,5,Customer Care,1,29,1.55,2.30,0.45
89,Monday,5:02:00 PM,17,65,32,8,25,8,New Sales,1,29,1.60,2.29,0.32
90,Tuesday,7:56:00 AM,7,110,70,19,21,5,New Sales,1,30,4.24,2.31,0.90
91,Tuesday,8:21:00 AM,8,133,63,39,31,0,New Sales/PC Phone Support,1,30,3.29,2.32,1.26
92,Tuesday,9:00:00 AM,9,145,61,57,27,0,Customer Care,1,30,4.37,2.34,2.11
93,Tuesday,9:31:00 AM,9,145,58,57,30,0,Customer Care/New Sales,1,30,3.83,2.36,1.90
94,Tuesday,9:46:00 AM,9,148,77,27,44,2,PC Phone Support,1,30,2.36,2.36,0.61
95,Tuesday,10:30:00 AM,10,153,78,21,54,2,Customer Care/New Sales,1,30,1.83,2.35,0.39
96,Tuesday,10:53:00 AM,10,149,81,31,37,2,Customer Care,1,30,3.03,2.36,0.84
97,Tuesday,11:16:00 AM,11,156,69,37,50,2,Customer Care,1,30,2.12,2.36,0.74
98,Tuesday,11:47:00 AM,11,156,53,40,63,1,Customer Care,1,30,1.48,2.35,0.63
99,Tuesday,12:09:00 PM,12,164,76,34,54,5,New Sales,1,30,2.04,2.35,0.63
100,Tuesday,12:29:00 PM,12,160,78,9,73,20,PC Phone Support,1,30,1.19,2.34,0.12
101,Tuesday,1:43:00 PM,13,163,76,47,40,0,New Sales,1,30,3.08,2.34,1.18
102,Tuesday,2:12:00 PM,14,161,65,52,44,0,New Sales/PC Phone Support,1,30,2.66,2.35,1.18
103,Tuesday,2:49:00 PM,14,157,68,16,73,7,New Sales,1,30,1.15,2.33,0.22
104,Tuesday,3:11:00 PM,15,147,52,32,63,13,New Sales,1,30,1.33,2.32,0.51
105,Tuesday,3:44:00 PM,15,129,59,31,39,1,New Sales,1,30,2.31,2.32,0.79
106,Tuesday,4:00:00 PM,16,126,58,19,49,0,New Sales,1,30,1.57,2.32,0.39
107,Tuesday,4:15:00 PM,16,98,53,19,26,0,New Sales,1,30,2.77,2.32,0.73
108,Tuesday,4:39:00 PM,16,87,36,28,23,3,New Sales,1,30,2.78,2.33,1.22
109,Tuesday,5:32:00 PM,17,52,23,12,17,6,New Sales,1,30,2.06,2.32,0.71
110,Wednesday,8:11:00 AM,8,135,56,49,30,0,New Sales,1,31,3.50,2.33,1.63
111,Wednesday,9:17:00 AM,9,157,79,38,40,0,New Sales,1,31,2.93,2.34,0.95
112,Wednesday,9:49:00 AM,9,168,67,53,48,0,New Sales,1,31,2.50,2.34,1.10
113,Wednesday,10:27:00 AM,10,174,82,44,48,0,New Sales,1,31,2.63,2.34,0.92
114,Wednesday,10:44:00 AM,10,178,68,55,55,0,New Sales,1,31,2.24,2.34,1.00
115,Wednesday,11:16:00 AM,11,181,89,32,60,0,New Sales,1,31,2.02,2.34,0.53
116,Wednesday,11:46:00 AM,11,187,84,42,61,0,New Sales,1,31,2.07,2.34,0.69
117,Wednesday,12:01:00 PM,12,193,104,16,73,4,New Sales,1,31,1.64,2.33,0.22
118,Wednesday,12:21:00 PM,12,191,84,42,65,6,New Sales,1,31,1.94,2.33,0.65
119,Wednesday,1:10:00 PM,13,183,91,36,56,7,New Sales,1,31,2.27,2.33,0.64
120,Wednesday,1:31:00 PM,13,184,104,19,61,2,New Sales,1,31,2.02,2.32,0.31
121,Wednesday,2:13:00 PM,14,170,66,54,50,0,New Sales,1,31,2.40,2.33,1.08
122,Wednesday,2:28:00 PM,14,171,114,15,42,0,New Sales,1,31,3.07,2.33,0.36
123,Wednesday,2:44:00 PM,14,163,104,16,43,6,New Sales,1,31,2.79,2.34,0.37
124,Wednesday,3:30:00 PM,15,141,68,29,44,0,New Sales,1,31,2.20,2.33,0.66
125,Wednesday,4:11:00 PM,16,111,70,4,37,2,New Sales,1,31,2.00,2.33,0.11
126,Wednesday,4:33:00 PM,16,106,61,13,32,4,New Sales,1,31,2.31,2.33,0.41
127,Thursday,8:01:00 AM,8,99,39,38,22,3,Customer Care/PC Phone Support,2,1,3.50,2.34,1.73
128,Thursday,8:36:00 AM,8,137,65,47,25,0,Customer Care,2,1,4.48,2.36,1.88
129,Thursday,9:03:00 AM,9,138,57,41,40,0,Customer Care,2,1,2.45,2.36,1.03
130,Thursday,9:41:00 AM,9,138,59,38,41,15,Customer Care,2,1,2.37,2.36,0.93
131,Thursday,9:58:00 AM,9,141,68,48,25,0,Customer Care,2,1,4.64,2.38,1.92
132,Thursday,10:26:00 AM,10,137,64,40,33,0,PC Phone Support,2,1,3.15,2.38,1.21
133,Thursday,10:52:00 AM,10,140,56,40,44,0,PC Phone Support,2,1,2.18,2.38,0.91
134,Thursday,11:25:00 AM,11,151,58,48,45,3,Customer Care,2,1,2.36,2.38,1.07
135,Thursday,11:50:00 AM,11,152,65,51,36,1,Customer Care,2,1,3.22,2.39,1.42
136,Thursday,12:42:00 PM,12,146,50,34,62,5,Customer Care,2,1,1.35,2.38,0.55
137,Thursday,1:18:00 PM,13,146,58,49,39,0,Customer Care,2,1,2.74,2.38,1.26
138,Thursday,1:49:00 PM,13,135,59,40,36,2,PC Phone Support,2,1,2.75,2.38,1.11
139,Thursday,2:08:00 PM,14,129,59,26,44,2,Customer Care,2,1,1.93,2.38,0.59
140,Thursday,2:50:00 PM,14,118,72,19,27,0,PC Phone Support,2,1,3.37,2.39,0.70
141,Thursday,3:08:00 PM,15,103,45,20,38,0,New Sales,2,1,1.71,2.38,0.53
142,Thursday,3:24:00 PM,15,100,56,19,25,8,New Sales,2,1,3.00,2.39,0.76
143,Thursday,4:09:00 PM,16,69,30,11,28,10,Customer Care,2,1,1.46,2.38,0.39
144,Thursday,4:21:00 PM,16,65,17,18,30,12,Customer Care,2,1,1.17,2.37,0.60
145,Thursday,4:42:00 PM,16,60,31,9,20,16,Customer Care,2,1,2.00,2.37,0.45
146,Friday,8:03:00 AM,8,89,35,35,19,1,Customer Care,2,2,3.68,2.38,1.84
147,Friday,8:38:00 AM,8,115,44,45,26,0,Customer Care,2,2,3.42,2.39,1.73
148,Friday,8:58:00 AM,8,118,56,21,41,4,PC Phone Support,2,2,1.88,2.38,0.51
149,Friday,9:16:00 AM,9,119,59,4,56,13,PC Phone Support,2,2,1.13,2.37,0.07
150,Friday,9:32:00 AM,9,119,48,23,48,16,Customer Care,2,2,1.48,2.37,0.48
151,Friday,9:48:00 AM,9,118,67,9,42,28,Customer Care,2,2,1.81,2.36,0.21
152,Friday,10:39:00 AM,10,123,55,31,37,2,Customer Care,2,2,2.32,2.36,0.84
153,Friday,11:00:00 AM,11,126,54,15,57,2,Customer Care,2,2,1.21,2.36,0.26
154,Friday,11:21:00 AM,11,119,57,13,49,10,Customer Care,2,2,1.43,2.35,0.27
155,Friday,11:30:00 AM,11,121,49,24,48,3,PC Phone Support,2,2,1.52,2.34,0.50
156,Friday,11:51:00 AM,11,116,47,26,43,5,PC Phone Support,2,2,1.70,2.34,0.60
157,Friday,12:02:00 PM,12,115,65,13,37,1,New Sales,2,2,2.11,2.34,0.35
158,Friday,12:41:00 PM,12,113,43,15,55,2,Customer Care,2,2,1.05,2.33,0.27
159,Friday,2:18:00 PM,14,99,54,15,30,2,Customer Care,2,2,2.30,2.33,0.50
160,Friday,2:40:00 PM,14,95,42,20,33,5,PC Phone Support,2,2,1.88,2.33,0.61
161,Friday,2:59:00 PM,14,89,38,13,38,4,Customer Care,2,2,1.34,2.32,0.34
162,Friday,3:23:00 PM,15,83,34,9,40,12,Customer Care,2,2,1.08,2.31,0.23
163,Friday,3:47:00 PM,15,73,28,19,26,3,Customer Care,2,2,1.81,2.31,0.73
164,Friday,4:10:00 PM,16,58,25,7,26,8,Customer Care,2,2,1.23,2.30,0.27
165,Monday,8:08:00 AM,8,94,47,16,31,9,Customer Care,2,5,2.03,2.30,0.52
166,Monday,8:27:00 AM,8,109,51,27,31,8,PC Phone Support,2,5,2.52,2.30,0.87
167,Monday,8:42:00 AM,8,113,58,23,32,4,PC Phone Support,2,5,2.53,2.31,0.72
168,Monday,9:05:00 AM,9,113,52,28,33,4,Customer Care,2,5,2.42,2.31,0.85
169,Monday,9:23:00 AM,9,113,66,13,34,8,Customer Care,2,5,2.32,2.31,0.38
170,Monday,9:53:00 AM,9,115,51,25,39,7,Customer Care,2,5,1.95,2.30,0.64
171,Monday,10:04:00 AM,10,114,58,3,53,23,Customer Care,2,5,1.15,2.30,0.06
172,Monday,10:20:00 AM,10,110,62,11,37,18,PC Phone Support,2,5,1.97,2.30,0.30
173,Monday,10:37:00 AM,10,115,51,28,36,10,PC Phone Support,2,5,2.19,2.30,0.78
174,Monday,10:56:00 AM,10,118,55,18,45,8,Customer Care,2,5,1.62,2.29,0.40
175,Monday,11:13:00 AM,11,120,66,20,34,7,Customer Care,2,5,2.53,2.29,0.59
176,Monday,11:40:00 AM,11,122,63,24,35,9,Customer Care,2,5,2.49,2.29,0.69
177,Monday,12:00:00 PM,12,119,56,29,34,0,PC Phone Support,2,5,2.50,2.29,0.85
178,Monday,12:29:00 PM,12,122,59,10,53,18,Customer Care,2,5,1.30,2.29,0.19
179,Monday,12:50:00 PM,12,119,55,17,47,13,Customer Care,2,5,1.53,2.28,0.36
180,Monday,1:11:00 PM,13,118,59,13,46,12,Customer Care,2,5,1.57,2.28,0.28
181,Monday,1:38:00 PM,13,119,64,29,26,5,PC Phone Support,2,5,3.58,2.29,1.12
182,Monday,1:55:00 PM,13,120,60,14,46,12,Customer Care,2,5,1.61,2.28,0.30
183,Monday,2:04:00 PM,14,113,53,24,36,4,Customer Care,2,5,2.14,2.28,0.67
184,Monday,2:17:00 PM,14,110,57,26,27,2,Customer Care,2,5,3.07,2.29,0.96
185,Monday,2:39:00 PM,14,104,59,22,23,1,Customer Care,2,5,3.52,2.29,0.96
186,Monday,2:58:00 PM,14,99,44,22,33,0,Customer Care,2,5,2.00,2.29,0.67
187,Monday,3:23:00 PM,15,91,51,8,32,8,Customer Care,2,5,1.84,2.29,0.25
188,Monday,3:54:00 PM,15,84,43,17,24,0,Customer Care,2,5,2.50,2.29,0.71
189,Monday,4:05:00 PM,16,76,36,16,24,3,PC Phone Support,2,5,2.17,2.29,0.67
190,Monday,4:22:00 PM,16,67,33,16,18,2,PC Phone Support,2,5,2.72,2.29,0.89
191,Tuesday,8:07:00 AM,8,106,46,37,23,0,Customer Care,2,6,3.61,2.30,1.61
192,Tuesday,8:24:00 AM,8,118,45,50,23,0,Customer Care,2,6,4.13,2.31,2.17
193,Tuesday,8:56:00 AM,8,128,65,37,26,0,Customer Care,2,6,3.92,2.32,1.42
194,Tuesday,9:53:00 AM,9,130,63,32,35,0,PC Phone Support,2,6,2.71,2.32,0.91
195,Tuesday,11:40:00 AM,11,139,58,45,36,0,Customer Care,2,6,2.86,2.32,1.25
196,Tuesday,11:42:00 AM,11,139,43,53,43,0,Customer Care/PC Phone Support,2,6,2.23,2.32,1.23
197,Tuesday,12:23:00 PM,12,136,37,45,54,0,Customer Care,2,6,1.52,2.32,0.83
198,Tuesday,1:07:00 PM,13,130,49,19,62,0,Customer Care,2,6,1.10,2.31,0.31
199,Tuesday,1:23:00 PM,13,131,62,29,40,0,Customer Care,2,6,2.28,2.31,0.73
200,Tuesday,1:55:00 PM,13,124,61,30,33,0,Customer Care,2,6,2.76,2.31,0.91
201,Tuesday,2:15:00 PM,14,129,48,27,54,3,PC Phone Support,2,6,1.39,2.31,0.50
202,Tuesday,3:05:00 PM,15,115,48,23,44,1,PC Phone Support,2,6,1.61,2.31,0.52
203,Tuesday,3:27:00 PM,15,105,38,28,39,0,Customer Care,2,6,1.69,2.30,0.72
204,Tuesday,3:43:00 PM,15,93,46,12,35,5,Customer Care,2,6,1.66,2.30,0.34
205,Tuesday,3:59:00 PM,15,91,46,12,33,8,Customer Care,2,6,1.76,2.30,0.36
206,Tuesday,4:10:00 PM,16,80,31,24,25,11,Customer Care,2,6,2.20,2.30,0.96
207,Tuesday,4:32:00 PM,16,73,29,23,21,7,New Sales,2,6,2.48,2.30,1.10
208,Wednesday,8:00:00 AM,8,94,42,30,22,0,Customer Care,2,7,3.27,2.30,1.36
209,Wednesday,8:27:00 AM,8,116,45,41,30,1,Customer Care,2,7,2.87,2.31,1.37
210,Wednesday,8:57:00 AM,8,121,57,32,32,0,Customer Care,2,7,2.78,2.31,1.00
211,Wednesday,9:07:00 AM,9,125,47,39,39,0,Customer Care,2,7,2.21,2.31,1.00
212,Wednesday,9:31:00 AM,9,128,52,37,39,0,Customer Care,2,7,2.28,2.31,0.95
213,Wednesday,9:54:00 AM,9,129,42,39,48,0,PC Phone Support,2,7,1.69,2.30,0.81
214,Wednesday,10:12:00 AM,10,126,62,26,38,0,Customer Care,2,7,2.32,2.30,0.68
215,Wednesday,11:03:00 AM,11,130,48,37,45,0,Customer Care,2,7,1.89,2.30,0.82
216,Wednesday,11:21:00 AM,11,133,49,40,44,0,PC Phone Support,2,7,2.02,2.30,0.91
217,Wednesday,11:36:00 AM,11,135,56,41,38,0,Customer Care,2,7,2.55,2.30,1.08
218,Wednesday,11:48:00 AM,11,134,63,35,36,1,PC Phone Support,2,7,2.72,2.30,0.97
219,Wednesday,12:37:00 PM,12,129,61,21,47,1,PC Phone Support,2,7,1.74,2.30,0.45
220,Wednesday,1:28:00 PM,13,130,59,39,32,0,Customer Care,2,7,3.06,2.30,1.22
221,Wednesday,1:42:00 PM,13,129,37,59,33,0,Customer Care/New Sales,2,7,2.91,2.31,1.79
222,Wednesday,2:02:00 PM,14,128,65,20,43,0,Customer Care,2,7,1.98,2.31,0.47
223,Wednesday,2:32:00 PM,14,116,37,50,29,0,PC Phone Support,2,7,3.00,2.31,1.72
224,Wednesday,2:56:00 PM,14,114,31,51,32,2,PC Phone Support,2,7,2.56,2.31,1.59
225,Wednesday,3:04:00 PM,15,104,42,26,36,2,PC Phone Support,2,7,1.89,2.31,0.72
226,Wednesday,3:47:00 PM,15,86,34,23,29,0,Customer Care,2,7,1.97,2.31,0.79
227,Wednesday,4:04:00 PM,16,81,31,18,32,2,PC Phone Support,2,7,1.53,2.30,0.56
228,Wednesday,4:25:00 PM,16,72,29,20,23,1,PC Phone Support,2,7,2.13,2.30,0.87
229,Thursday,8:00:00 AM,8,100,38,35,27,10,PC Phone Support,2,8,2.70,2.30,1.30
230,Thursday,8:14:00 AM,8,113,48,38,27,4,PC Phone Support,2,8,3.19,2.31,1.41
231,Thursday,8:32:00 AM,8,116,37,54,25,0,Customer Care,2,8,3.64,2.31,2.16
232,Thursday,8:54:00 AM,8,116,46,49,21,0,Customer Care,2,8,4.52,2.32,2.33
233,Thursday,9:08:00 AM,9,125,42,48,35,0,Customer Care,2,8,2.57,2.32,1.37
234,Thursday,9:44:00 AM,9,125,56,45,24,0,PC Phone Support,2,8,4.21,2.33,1.88
235,Thursday,10:23:00 AM,10,126,48,38,40,3,PC Phone Support,2,8,2.15,2.33,0.95
236,Thursday,10:46:00 AM,10,131,39,51,41,2,PC Phone Support,2,8,2.20,2.33,1.24
237,Thursday,11:06:00 AM,11,133,39,45,49,0,PC Phone Support,2,8,1.71,2.33,0.92
238,Thursday,11:57:00 AM,11,135,51,40,44,0,PC Phone Support,2,8,2.07,2.33,0.91
239,Thursday,12:38:00 PM,12,139,56,28,55,2,PC Phone Support,2,8,1.53,2.32,0.51
240,Thursday,12:51:00 PM,12,139,38,45,56,1,PC Phone Support,2,8,1.48,2.32,0.80
241,Thursday,1:00:00 PM,13,140,46,33,61,0,PC Phone Support,2,8,1.30,2.32,0.54
242,Thursday,1:16:00 PM,13,136,55,34,47,0,PC Phone Support,2,8,1.89,2.31,0.72
243,Thursday,1:44:00 PM,13,123,38,37,48,7,Customer Care,2,8,1.56,2.31,0.77
244,Thursday,2:44:00 PM,14,105,46,34,25,0,PC Phone Support,2,8,3.20,2.32,1.36
245,Thursday,2:55:00 PM,14,106,25,55,26,0,New Sales/PC Phone Support,2,8,3.08,2.32,2.12
246,Thursday,3:05:00 PM,15,94,36,32,26,0,Customer Care,2,8,2.62,2.32,1.23
247,Thursday,3:55:00 PM,15,80,33,16,31,0,PC Phone Support,2,8,1.58,2.32,0.52
248,Thursday,4:03:00 PM,16,76,35,11,30,7,New Sales,2,8,1.53,2.31,0.37
249,Thursday,4:25:00 PM,16,65,29,13,23,7,Customer Care,2,8,1.83,2.31,0.57
250,Friday,8:04:00 AM,8,94,37,36,21,5,PC Phone Support,2,9,3.48,2.32,1.71
251,Friday,8:27:00 AM,8,103,45,40,18,1,PC Phone Support,2,9,4.72,2.33,2.22
252,Friday,8:44:00 AM,8,113,41,42,30,0,Customer Care,2,9,2.77,2.33,1.40
253,Friday,9:02:00 AM,9,115,50,40,25,0,PC Phone Support,2,9,3.60,2.33,1.60
254,Friday,9:21:00 AM,9,116,50,31,35,0,Customer Care,2,9,2.31,2.33,0.89
255,Friday,10:16:00 AM,10,121,42,44,35,0,PC Phone Support,2,9,2.46,2.33,1.26
256,Friday,10:33:00 AM,10,121,32,50,39,0,Customer Care,2,9,2.10,2.33,1.28
257,Friday,10:52:00 AM,10,120,50,36,34,0,Customer Care,2,9,2.53,2.33,1.06
258,Friday,11:11:00 AM,11,120,55,16,49,5,Customer Care/PC Phone Support,2,9,1.45,2.33,0.33
259,Friday,11:33:00 AM,11,121,45,31,45,9,PC Phone Support,2,9,1.69,2.33,0.69
260,Friday,11:46:00 AM,11,122,53,25,44,8,PC Phone Support,2,9,1.77,2.32,0.57
261,Friday,12:09:00 PM,12,119,43,10,66,0,Customer Care,2,9,0.80,2.32,0.15
262,Friday,12:54:00 PM,12,115,32,39,44,7,PC Phone Support,2,9,1.61,2.32,0.89
263,Friday,1:20:00 PM,13,115,47,24,44,5,Customer Care/PC Phone Support,2,9,1.61,2.31,0.55
264,Friday,1:40:00 PM,13,113,52,21,40,2,PC Phone Support,2,9,1.83,2.31,0.53
265,Friday,2:09:00 PM,14,109,29,15,65,32,PC Phone Support,2,9,0.68,2.31,0.23
266,Friday,2:24:00 PM,14,107,15,26,66,31,PC Phone Support,2,9,0.62,2.30,0.39
267,Friday,2:54:00 PM,14,104,22,17,65,23,PC Phone Support,2,9,0.60,2.29,0.26
268,Friday,3:17:00 PM,15,84,34,12,38,13,PC Phone Support,2,9,1.21,2.29,0.32
269,Friday,3:32:00 PM,15,76,27,21,28,7,PC Phone Support,2,9,1.71,2.29,0.75
270,Monday,8:00:00 AM,8,86,30,23,33,26,PC Phone Support,2,12,1.61,2.28,0.70
271,Monday,8:16:00 AM,8,98,47,28,23,22,PC Phone Support,2,12,3.26,2.29,1.22
272,Monday,8:33:00 AM,8,108,42,35,31,28,PC Phone Support,2,12,2.48,2.29,1.13
